"habitat","position","substrate","shade","fishNotes","habitatExtra","substrateExtra","signal","lon","lat","trackedTime_EST","shift","river","tagID","source","airTemp","cloud","precip","startTime_EST","endTime_EST","isoID","streamNotes","isoTime_EST","downstreamGPS","downstreamGain","upstreamGPS","upstreamGain"
"Pool","Right",NA,"Fully shaded","","","Rock",NA,-72.5046373333333,42.6675985,"2024-07-18 18:19:00","night","DRY UPPER",16,"iPad",83,"Clear","No rain","12:55","18:27","DRYU202407181425EST","","14:25","42.6626352 N 72.5044535 W",75,"Lat: 42.6691061 N Long: 72.5075635 W",75
"Pool","Right",NA,"Fully shaded","","","Rock",NA,-72.5050746666654,42.6682191666659,"2024-07-18 18:22:00","night","DRY UPPER",30.1,"iPad",83,"Clear","No rain","12:55","18:27","DRYU202407181425EST","","14:25","42.6626352 N 72.5044535 W",75,"Lat: 42.6691061 N Long: 72.5075635 W",75
"Pool","Center",NA,"Fully shaded","","","Mud",NA,-72.5059166666654,42.6684673333326,"2024-07-18 18:23:00","night","DRY UPPER",29.1,"iPad",83,"Clear","No rain","12:55","18:27","DRYU202407181425EST","","14:25","42.6626352 N 72.5044535 W",75,"Lat: 42.6691061 N Long: 72.5075635 W",75
"Pool","Right",NA,"Fully shaded","","","Rock",NA,-72.5068713333321,42.6682019999993,"2024-07-18 18:25:00","night","DRY UPPER",39.1,"iPad",83,"Clear","No rain","12:55","18:27","DRYU202407181425EST","","14:25","42.6626352 N 72.5044535 W",75,"Lat: 42.6691061 N Long: 72.5075635 W",75
"Pool","Right",NA,"Fully shaded","","","Pebble,Rock",NA,-72.5068759999988,42.6682309999993,"2024-07-18 18:26:00","night","DRY UPPER",46.1,"iPad",83,"Clear","No rain","12:55","18:27","DRYU202407181425EST","","14:25","42.6626352 N 72.5044535 W",75,"Lat: 42.6691061 N Long: 72.5075635 W",75
"Riffle","Left",NA,"Night","","","Rock",NA,-72.3245073333333,42.4450386666667,"2024-07-19 03:34:00","day","UNDERHILL",41,"iPad",57,"Clear","No rain","03:23","09:01","UNDH202407190412EST","","04:12","42 degrees 26’39.63” N 72 degrees 19’24.63” W",70,"42 degrees 26’44.57” N 72 degrees 19’56.69” W",70
"Riffle","Right",NA,"Night","","","Rock",NA,-72.3253933333334,42.44522,"2024-07-19 03:38:00","day","UNDERHILL",41,"iPad",57,"Clear","No rain","03:23","09:01","UNDH202407190412EST","","04:12","42 degrees 26’39.63” N 72 degrees 19’24.63” W",70,"42 degrees 26’44.57” N 72 degrees 19’56.69” W",70
"Riffle","Center",NA,"Night","","","Rock,Pebble",NA,-72.326557,42.4454866666667,"2024-07-19 03:47:00","day","UNDERHILL",33,"iPad",57,"Clear","No rain","03:23","09:01","UNDH202407190412EST","","04:12","42 degrees 26’39.63” N 72 degrees 19’24.63” W",70,"42 degrees 26’44.57” N 72 degrees 19’56.69” W",70
"Pool","Left",NA,"Night","","","Rock",NA,-72.326815,42.4455973333333,"2024-07-19 03:54:00","day","UNDERHILL",34,"iPad",57,"Clear","No rain","03:23","09:01","UNDH202407190412EST","","04:12","42 degrees 26’39.63” N 72 degrees 19’24.63” W",70,"42 degrees 26’44.57” N 72 degrees 19’56.69” W",70
"Pool","Center",NA,"Night","","","Rock,Pebble",NA,-72.3274641666667,42.446327,"2024-07-19 04:01:00","day","UNDERHILL",36,"iPad",57,"Clear","No rain","03:23","09:01","UNDH202407190412EST","","04:12","42 degrees 26’39.63” N 72 degrees 19’24.63” W",70,"42 degrees 26’44.57” N 72 degrees 19’56.69” W",70
"Riffle","Left",NA,"Night","","","Rock",NA,-72.3276991666667,42.4451978333333,"2024-07-19 04:17:00","day","UNDERHILL",27,"iPad",57,"Clear","No rain","03:23","09:01","UNDH202407190412EST","","04:12","42 degrees 26’39.63” N 72 degrees 19’24.63” W",70,"42 degrees 26’44.57” N 72 degrees 19’56.69” W",70
"Pool","Left",NA,"Night","","","Rock,Granule,Pebble",NA,-72.3278015,42.4452148333333,"2024-07-19 04:22:00","day","UNDERHILL",45,"iPad",57,"Clear","No rain","03:23","09:01","UNDH202407190412EST","","04:12","42 degrees 26’39.63” N 72 degrees 19’24.63” W",70,"42 degrees 26’44.57” N 72 degrees 19’56.69” W",70
"Pool","Right",NA,"Night","","Woody_debris","Rock,Sand",NA,-72.328033,42.4448871666667,"2024-07-19 04:33:00","day","UNDERHILL",44,"iPad",57,"Clear","No rain","03:23","09:01","UNDH202407190412EST","","04:12","42 degrees 26’39.63” N 72 degrees 19’24.63” W",70,"42 degrees 26’44.57” N 72 degrees 19’56.69” W",70
"Pool","Left",NA,"Fully shaded","","","Rock,Pebble",NA,-72.3296578333333,42.4437258333333,"2024-07-19 04:50:00","day","UNDERHILL",35,"iPad",57,"Clear","No rain","03:23","09:01","UNDH202407190412EST","","04:12","42 degrees 26’39.63” N 72 degrees 19’24.63” W",70,"42 degrees 26’44.57” N 72 degrees 19’56.69” W",70
"Pool","Left",NA,"Mostly shaded","","","Rock",NA,-72.3297581666667,42.443677,"2024-07-19 05:25:00","day","UNDERHILL",35,"iPad",57,"Clear","No rain","03:23","09:01","UNDH202407190412EST","","04:12","42 degrees 26’39.63” N 72 degrees 19’24.63” W",70,"42 degrees 26’44.57” N 72 degrees 19’56.69” W",70
"Pool","Right",NA,"Mostly shaded","","Woody_debris","Rock",NA,-72.3280071666667,42.4451015,"2024-07-19 05:40:00","day","UNDERHILL",44,"iPad",57,"Clear","No rain","03:23","09:01","UNDH202407190412EST","","04:12","42 degrees 26’39.63” N 72 degrees 19’24.63” W",70,"42 degrees 26’44.57” N 72 degrees 19’56.69” W",70
"Pool","Center",NA,"Fully shaded","","","Rock",NA,-72.327725,42.4451996666667,"2024-07-19 05:49:00","day","UNDERHILL",45,"iPad",57,"Clear","No rain","03:23","09:01","UNDH202407190412EST","","04:12","42 degrees 26’39.63” N 72 degrees 19’24.63” W",70,"42 degrees 26’44.57” N 72 degrees 19’56.69” W",70
"Riffle","Center",NA,"Fully shaded","","","Rock",NA,-72.3276866666667,42.4453523333333,"2024-07-19 05:52:00","day","UNDERHILL",27,"iPad",57,"Clear","No rain","03:23","09:01","UNDH202407190412EST","","04:12","42 degrees 26’39.63” N 72 degrees 19’24.63” W",70,"42 degrees 26’44.57” N 72 degrees 19’56.69” W",70
"Riffle","Right",NA,"Fully shaded","","","Rock",NA,-72.32647,42.4457163333333,"2024-07-19 05:58:00","day","UNDERHILL",34,"iPad",57,"Clear","No rain","03:23","09:01","UNDH202407190412EST","","04:12","42 degrees 26’39.63” N 72 degrees 19’24.63” W",70,"42 degrees 26’44.57” N 72 degrees 19’56.69” W",70
"Riffle","Left",NA,"Fully shaded","","","Rock,Sand",NA,-72.3261666666667,42.445388,"2024-07-19 06:06:00","day","UNDERHILL",33,"iPad",57,"Clear","No rain","03:23","09:01","UNDH202407190412EST","","04:12","42 degrees 26’39.63” N 72 degrees 19’24.63” W",70,"42 degrees 26’44.57” N 72 degrees 19’56.69” W",70
"Run","Center",NA,"Fully shaded","","","Rock",NA,-72.3251131666667,42.4450825,"2024-07-19 06:13:00","day","UNDERHILL",40,"iPad",57,"Clear","No rain","03:23","09:01","UNDH202407190412EST","","04:12","42 degrees 26’39.63” N 72 degrees 19’24.63” W",70,"42 degrees 26’44.57” N 72 degrees 19’56.69” W",70
"Run","Center",NA,"Fully shaded","","","Rock",NA,-72.3244195,42.4448871666667,"2024-07-19 06:18:00","day","UNDERHILL",41,"iPad",57,"Clear","No rain","03:23","09:01","UNDH202407190412EST","","04:12","42 degrees 26’39.63” N 72 degrees 19’24.63” W",70,"42 degrees 26’44.57” N 72 degrees 19’56.69” W",70
"Riffle","Center",NA,"Fully shaded","","","Rock",NA,-72.3243896666667,42.444879,"2024-07-19 07:07:00","day","UNDERHILL",41,"iPad",57,"Clear","No rain","03:23","09:01","UNDH202407190412EST","","04:12","42 degrees 26’39.63” N 72 degrees 19’24.63” W",70,"42 degrees 26’44.57” N 72 degrees 19’56.69” W",70
"Run","Center",NA,"Fully shaded","","","Rock",NA,-72.3252256666667,42.4451448333333,"2024-07-19 07:12:00","day","UNDERHILL",40,"iPad",57,"Clear","No rain","03:23","09:01","UNDH202407190412EST","","04:12","42 degrees 26’39.63” N 72 degrees 19’24.63” W",70,"42 degrees 26’44.57” N 72 degrees 19’56.69” W",70
"Riffle","Center",NA,"Lightly shaded","","","Rock",NA,-72.3261303333333,42.4454416666667,"2024-07-19 07:26:00","day","UNDERHILL",33,"iPad",57,"Clear","No rain","03:23","09:01","UNDH202407190412EST","","04:12","42 degrees 26’39.63” N 72 degrees 19’24.63” W",70,"42 degrees 26’44.57” N 72 degrees 19’56.69” W",70
"Riffle","Center",NA,"Mostly shaded","","","Rock",NA,-72.3264746666667,42.4457715,"2024-07-19 07:30:00","day","UNDERHILL",34,"iPad",57,"Clear","No rain","03:23","09:01","UNDH202407190412EST","","04:12","42 degrees 26’39.63” N 72 degrees 19’24.63” W",70,"42 degrees 26’44.57” N 72 degrees 19’56.69” W",70
"Riffle","Center",NA,"Fully shaded","","","Rock",NA,-72.3278565,42.4454313333333,"2024-07-19 07:36:00","day","UNDERHILL",27,"iPad",57,"Clear","No rain","03:23","09:01","UNDH202407190412EST","","04:12","42 degrees 26’39.63” N 72 degrees 19’24.63” W",70,"42 degrees 26’44.57” N 72 degrees 19’56.69” W",70
"Pool","",NA,"Fully shaded","","","Rock",NA,-72.3278578333333,42.4452965,"2024-07-19 07:42:00","day","UNDERHILL",45,"iPad",57,"Clear","No rain","03:23","09:01","UNDH202407190412EST","","04:12","42 degrees 26’39.63” N 72 degrees 19’24.63” W",70,"42 degrees 26’44.57” N 72 degrees 19’56.69” W",70
"Pool","Center",NA,"Mostly shaded","","Woody_debris","Rock,Sand",NA,-72.3279931666667,42.4450055,"2024-07-19 07:46:00","day","UNDERHILL",44,"iPad",57,"Clear","No rain","03:23","09:01","UNDH202407190412EST","","04:12","42 degrees 26’39.63” N 72 degrees 19’24.63” W",70,"42 degrees 26’44.57” N 72 degrees 19’56.69” W",70
"Pool","Center",NA,"","","Woody_debris","Rock",NA,-72.3278975,42.445033,"2024-07-19 08:00:00","day","UNDERHILL",44,"iPad",57,"Clear","No rain","03:23","09:01","UNDH202407190412EST","","04:12","42 degrees 26’39.63” N 72 degrees 19’24.63” W",70,"42 degrees 26’44.57” N 72 degrees 19’56.69” W",70
"Riffle","Right",NA,"Mostly shaded","","","Rock,Granule,Pebble",NA,-72.3278136666667,42.4451736666667,"2024-07-19 08:02:00","day","UNDERHILL",45,"iPad",57,"Clear","No rain","03:23","09:01","UNDH202407190412EST","","04:12","42 degrees 26’39.63” N 72 degrees 19’24.63” W",70,"42 degrees 26’44.57” N 72 degrees 19’56.69” W",70
"Pool","Left",NA,"Fully shaded","","","Rock,Pebble",NA,-72.3277428333333,42.4452766666667,"2024-07-19 08:03:00","day","UNDERHILL",27,"iPad",57,"Clear","No rain","03:23","09:01","UNDH202407190412EST","","04:12","42 degrees 26’39.63” N 72 degrees 19’24.63” W",70,"42 degrees 26’44.57” N 72 degrees 19’56.69” W",70
"Pool","Center",NA,"Lightly shaded","","","Sand,Rock,Pebble",NA,-72.3266246666667,42.4457255,"2024-07-19 08:12:00","day","UNDERHILL",34,"iPad",57,"Clear","No rain","03:23","09:01","UNDH202407190412EST","","04:12","42 degrees 26’39.63” N 72 degrees 19’24.63” W",70,"42 degrees 26’44.57” N 72 degrees 19’56.69” W",70
"Run","Center",NA,"Lightly shaded","","Woody_debris","Pebble",NA,-72.3260458333333,42.4456708333333,"2024-07-19 08:15:00","day","UNDERHILL",33,"iPad",57,"Clear","No rain","03:23","09:01","UNDH202407190412EST","","04:12","42 degrees 26’39.63” N 72 degrees 19’24.63” W",70,"42 degrees 26’44.57” N 72 degrees 19’56.69” W",70
"Run","Left",NA,"Mostly shaded","","Woody_debris","Rock",NA,-72.3250876666667,42.4452888333333,"2024-07-19 08:23:00","day","UNDERHILL",41,"iPad",57,"Clear","No rain","03:23","09:01","UNDH202407190412EST","","04:12","42 degrees 26’39.63” N 72 degrees 19’24.63” W",70,"42 degrees 26’44.57” N 72 degrees 19’56.69” W",70
"Riffle","Center",NA,"Fully shaded","","","Rock,Pebble",NA,-72.3243283333333,42.445051,"2024-07-19 08:32:00","day","UNDERHILL",41,"iPad",57,"Clear","No rain","03:23","09:01","UNDH202407190412EST","","04:12","42 degrees 26’39.63” N 72 degrees 19’24.63” W",70,"42 degrees 26’44.57” N 72 degrees 19’56.69” W",70
"Riffle","Center",NA,"Mostly shaded","","","Rock",NA,-72.3245606666667,42.444955,"2024-07-19 13:15:00","night","UNDERHILL",41,"iPad",77,"Partly cloudy/partly sunny","No rain","13:12","","UNDH202407191336EST","","13:36","42.4447341, 72.3208514",80,"Lat:42.4456456 N Long: 72.3325434 W",80
"Run","Center",NA,"Lightly shaded","","","Rock,Sand",NA,-72.3253786666667,42.445199,"2024-07-19 13:19:00","night","UNDERHILL",40,"iPad",77,"Partly cloudy/partly sunny","No rain","13:12","","UNDH202407191336EST","","13:36","42.4447341, 72.3208514",80,"Lat:42.4456456 N Long: 72.3325434 W",80
"Pool","Left",NA,"Mostly shaded","","","Rock,Pebble",NA,-72.3262968333333,42.4454796666667,"2024-07-19 13:23:00","night","UNDERHILL",33,"iPad",77,"Partly cloudy/partly sunny","No rain","13:12","","UNDH202407191336EST","","13:36","42.4447341, 72.3208514",80,"Lat:42.4456456 N Long: 72.3325434 W",80
"Pool","Center",NA,"Lightly shaded","","","Pebble,Rock",NA,-72.3266745,42.4456718333333,"2024-07-19 13:26:00","night","UNDERHILL",34,"iPad",77,"Partly cloudy/partly sunny","No rain","13:12","","UNDH202407191336EST","","13:36","42.4447341, 72.3208514",80,"Lat:42.4456456 N Long: 72.3325434 W",80
"Run","Center",NA,"Fully shaded","","","Rock",NA,-72.3277325,42.4453785,"2024-07-19 13:33:00","night","UNDERHILL",27,"iPad",77,"Partly cloudy/partly sunny","No rain","13:12","","UNDH202407191336EST","","13:36","42.4447341, 72.3208514",80,"Lat:42.4456456 N Long: 72.3325434 W",80
"Pool","Left",NA,"Fully shaded","","","",NA,-72.3279168333333,42.4451418333333,"2024-07-19 13:35:00","night","UNDERHILL",45,"iPad",77,"Partly cloudy/partly sunny","No rain","13:12","","UNDH202407191336EST","","13:36","42.4447341, 72.3208514",80,"Lat:42.4456456 N Long: 72.3325434 W",80
"Pool","Center",NA,"Mostly shaded","","Woody_debris","Rock",NA,-72.3279801666667,42.4450588333333,"2024-07-19 13:44:00","night","UNDERHILL",44,"iPad",77,"Partly cloudy/partly sunny","No rain","13:12","","UNDH202407191336EST","","13:36","42.4447341, 72.3208514",80,"Lat:42.4456456 N Long: 72.3325434 W",80
"Pool","Center",NA,"Mostly shaded","","","Rock,Sand",NA,-72.329609,42.443618,"2024-07-19 13:53:00","night","UNDERHILL",35,"iPad",77,"Partly cloudy/partly sunny","No rain","13:12","","UNDH202407191336EST","","13:36","42.4447341, 72.3208514",80,"Lat:42.4456456 N Long: 72.3325434 W",80
"Riffle","Center",NA,"Mostly shaded","","","Rock",NA,-72.3245293333333,42.4448951666667,"2024-07-19 14:14:00","night","UNDERHILL",41,"iPad",77,"Partly cloudy/partly sunny","No rain","13:12","","UNDH202407191336EST","","13:36","42.4447341, 72.3208514",80,"Lat:42.4456456 N Long: 72.3325434 W",80
"Run","Center",NA,"Mostly shaded","","","Rock,Pebble",NA,-72.325241,42.4450803333333,"2024-07-19 14:20:00","night","UNDERHILL",40,"iPad",77,"Partly cloudy/partly sunny","No rain","13:12","","UNDH202407191336EST","","13:36","42.4447341, 72.3208514",80,"Lat:42.4456456 N Long: 72.3325434 W",80
"Run","Center",NA,"Mostly shaded","","Woody_debris","Rock,Sand",NA,-72.326342,42.445445,"2024-07-19 14:23:00","night","UNDERHILL",33,"iPad",77,"Partly cloudy/partly sunny","No rain","13:12","","UNDH202407191336EST","","13:36","42.4447341, 72.3208514",80,"Lat:42.4456456 N Long: 72.3325434 W",80
"Pool","Center",NA,"Mostly shaded","","","Rock",NA,-72.326631,42.4456493333333,"2024-07-19 14:25:00","night","UNDERHILL",34,"iPad",77,"Partly cloudy/partly sunny","No rain","13:12","","UNDH202407191336EST","","13:36","42.4447341, 72.3208514",80,"Lat:42.4456456 N Long: 72.3325434 W",80
"Riffle","Center",NA,"Fully shaded","","","Rock",NA,-72.3277383333333,42.445247,"2024-07-19 14:29:00","night","UNDERHILL",27,"iPad",77,"Partly cloudy/partly sunny","No rain","13:12","","UNDH202407191336EST","","13:36","42.4447341, 72.3208514",80,"Lat:42.4456456 N Long: 72.3325434 W",80
"Riffle","Right",NA,"Fully shaded","","","Rock",NA,-72.327778,42.4453373333333,"2024-07-19 14:32:00","night","UNDERHILL",45,"iPad",77,"Partly cloudy/partly sunny","No rain","13:12","","UNDH202407191336EST","","13:36","42.4447341, 72.3208514",80,"Lat:42.4456456 N Long: 72.3325434 W",80
"Pool","Center",NA,"Fully shaded","","Woody_debris","Boulder,Rock",NA,-72.3280001666667,42.4450278333333,"2024-07-19 14:35:00","night","UNDERHILL",44,"iPad",77,"Partly cloudy/partly sunny","No rain","13:12","","UNDH202407191336EST","","13:36","42.4447341, 72.3208514",80,"Lat:42.4456456 N Long: 72.3325434 W",80
"Pool","Center",NA,"Mostly shaded","","","Rock",NA,-72.3296948333333,42.4436175,"2024-07-19 14:43:00","night","UNDERHILL",35,"iPad",77,"Partly cloudy/partly sunny","No rain","13:12","","UNDH202407191336EST","","13:36","42.4447341, 72.3208514",80,"Lat:42.4456456 N Long: 72.3325434 W",80
"Pool","Right",NA,"Mostly shaded","","","Pebble",NA,-72.3245286666667,42.4450993333333,"2024-07-19 16:45:00","night","UNDERHILL",41,"iPad",77,"Partly cloudy/partly sunny","No rain","13:12","","UNDH202407191336EST","","13:36","42.4447341, 72.3208514",80,"Lat:42.4456456 N Long: 72.3325434 W",80
"Run","Center",NA,"Lightly shaded","","Woody_debris","Sand",NA,-72.325452,42.4451606666667,"2024-07-19 16:49:00","night","UNDERHILL",40,"iPad",77,"Partly cloudy/partly sunny","No rain","13:12","","UNDH202407191336EST","","13:36","42.4447341, 72.3208514",80,"Lat:42.4456456 N Long: 72.3325434 W",80
"Riffle","Center",NA,"Mostly shaded","","Woody_debris","Rock",NA,-72.3264823333333,42.4454388333333,"2024-07-19 16:53:00","night","UNDERHILL",33,"iPad",77,"Partly cloudy/partly sunny","No rain","13:12","","UNDH202407191336EST","","13:36","42.4447341, 72.3208514",80,"Lat:42.4456456 N Long: 72.3325434 W",80
"Pool","Center",NA,"Mostly shaded","","","Rock",NA,-72.3267415,42.4454775,"2024-07-19 16:54:00","night","UNDERHILL",34,"iPad",77,"Partly cloudy/partly sunny","No rain","13:12","","UNDH202407191336EST","","13:36","42.4447341, 72.3208514",80,"Lat:42.4456456 N Long: 72.3325434 W",80
"Riffle","Center",NA,"Fully shaded","","","Rock",NA,-72.3276173333333,42.445204,"2024-07-19 16:57:00","night","UNDERHILL",27,"iPad",77,"Partly cloudy/partly sunny","No rain","13:12","","UNDH202407191336EST","","13:36","42.4447341, 72.3208514",80,"Lat:42.4456456 N Long: 72.3325434 W",80
"Pool","Center",NA,"Mostly shaded","","","Rock,Pebble",NA,-72.327795,42.4452761666667,"2024-07-19 16:58:00","night","UNDERHILL",45,"iPad",77,"Partly cloudy/partly sunny","No rain","13:12","","UNDH202407191336EST","","13:36","42.4447341, 72.3208514",80,"Lat:42.4456456 N Long: 72.3325434 W",80
"Pool","",NA,"Lightly shaded","","Woody_debris","Rock,Pebble,Sand",NA,-72.3279125,42.4449241666667,"2024-07-19 17:00:00","night","UNDERHILL",44,"iPad",77,"Partly cloudy/partly sunny","No rain","13:12","","UNDH202407191336EST","","13:36","42.4447341, 72.3208514",80,"Lat:42.4456456 N Long: 72.3325434 W",80
"Pool","Center",NA,"Mostly shaded","","Woody_debris","Rock,Boulder",NA,-72.3295948333333,42.4437105,"2024-07-19 17:09:00","night","UNDERHILL",35,"iPad",77,"Partly cloudy/partly sunny","No rain","13:12","","UNDH202407191336EST","","13:36","42.4447341, 72.3208514",80,"Lat:42.4456456 N Long: 72.3325434 W",80
"Pool","Center",NA,"Mostly shaded","","","Rock,Pebble,Boulder",NA,-72.3296753333333,42.4438601666667,"2024-07-19 17:44:00","night","UNDERHILL",35,"iPad",77,"Partly cloudy/partly sunny","No rain","13:12","","UNDH202407191336EST","","13:36","42.4447341, 72.3208514",80,"Lat:42.4456456 N Long: 72.3325434 W",80
"Pool","Center",NA,"Mostly shaded","","Woody_debris","Rock,Pebble",NA,-72.3279285,42.4449535,"2024-07-19 17:52:00","night","UNDERHILL",44,"iPad",77,"Partly cloudy/partly sunny","No rain","13:12","","UNDH202407191336EST","","13:36","42.4447341, 72.3208514",80,"Lat:42.4456456 N Long: 72.3325434 W",80
"Pool","Center",NA,"Fully shaded","","","Pebble,Rock,Boulder",NA,-72.3276971666667,42.4451203333333,"2024-07-19 17:54:00","night","UNDERHILL",45,"iPad",77,"Partly cloudy/partly sunny","No rain","13:12","","UNDH202407191336EST","","13:36","42.4447341, 72.3208514",80,"Lat:42.4456456 N Long: 72.3325434 W",80
"Pool","",NA,"Mostly shaded","","","Rock,Pebble",NA,-72.3277896666667,42.445283,"2024-07-19 17:55:00","night","UNDERHILL",27,"iPad",77,"Partly cloudy/partly sunny","No rain","13:12","","UNDH202407191336EST","","13:36","42.4447341, 72.3208514",80,"Lat:42.4456456 N Long: 72.3325434 W",80
"Run","Center",NA,"Mostly shaded","","","Rock,Pebble",NA,-72.3266676666667,42.4455771666667,"2024-07-19 18:01:00","night","UNDERHILL",34,"iPad",77,"Partly cloudy/partly sunny","No rain","13:12","","UNDH202407191336EST","","13:36","42.4447341, 72.3208514",80,"Lat:42.4456456 N Long: 72.3325434 W",80
"Riffle","Center",NA,"Mostly shaded","","Woody_debris","Pebble,Granule",NA,-72.3263553333333,42.4452883333333,"2024-07-19 18:02:00","night","UNDERHILL",33,"iPad",77,"Partly cloudy/partly sunny","No rain","13:12","","UNDH202407191336EST","","13:36","42.4447341, 72.3208514",80,"Lat:42.4456456 N Long: 72.3325434 W",80
"Riffle","Center",NA,"Lightly shaded","","Woody_debris","Pebble,Granule,Sand",NA,-72.3254525,42.4451146666667,"2024-07-19 18:05:00","night","UNDERHILL",40,"iPad",77,"Partly cloudy/partly sunny","No rain","13:12","","UNDH202407191336EST","","13:36","42.4447341, 72.3208514",80,"Lat:42.4456456 N Long: 72.3325434 W",80
"Riffle","Right",NA,"Fully shaded","","","Rock,Boulder",NA,-72.3244953333333,42.4450165,"2024-07-19 18:10:00","night","UNDERHILL",41,"iPad",77,"Partly cloudy/partly sunny","No rain","13:12","","UNDH202407191336EST","","13:36","42.4447341, 72.3208514",80,"Lat:42.4456456 N Long: 72.3325434 W",80
