"trackedTime_EST","river","shift","tagID","power","habitat","habitatExtra","position","substrate","substrateExtra","shade","lon","lat","fishNotes","source","totalDischarge","flowTime_EST","airTemp","cloud","precip","startTime_EST","endTime_EST","isoID","streamNotes","isoTime_EST","downstreamGPS","downstreamGain","upstreamGPS","upstreamGain"
"2024-08-08 09:05:55","AMETHYST","day",19,72,NA,NA,NA,NA,NA,NA,-72.4615081,42.3808067,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:05:55","AMETHYST","day",62,81,NA,NA,NA,NA,NA,NA,-72.4615081,42.3808067,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:06:13","AMETHYST","day",14,67,NA,NA,NA,NA,NA,NA,-72.46135,42.3809383,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:06:15","AMETHYST","day",19,65,NA,NA,NA,NA,NA,NA,-72.4613367,42.3809517,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:06:15","AMETHYST","day",62,86,NA,NA,NA,NA,NA,NA,-72.4613367,42.3809517,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:06:24","AMETHYST","day",20,79,NA,NA,NA,NA,NA,NA,-72.46123,42.3810117,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:06:35","AMETHYST","day",19,96,NA,NA,NA,NA,NA,NA,-72.4611783,42.381085,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:06:35","AMETHYST","day",62,83,NA,NA,NA,NA,NA,NA,-72.4611783,42.381085,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:06:38","AMETHYST","day",18,72,NA,NA,NA,NA,NA,NA,-72.4611683,42.3810967,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:06:44","AMETHYST","day",20,81,NA,NA,NA,NA,NA,NA,-72.4611197,42.3811533,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:06:55","AMETHYST","day",19,94,NA,NA,NA,NA,NA,NA,-72.4611,42.381225,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:06:55","AMETHYST","day",62,92,NA,NA,NA,NA,NA,NA,-72.4611,42.381225,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:06:58","AMETHYST","day",18,55,NA,NA,NA,NA,NA,NA,-72.4610914,42.381245,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:07:10","AMETHYST","day",62,56,NA,NA,NA,NA,NA,NA,-72.46107,42.38129,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:07:13","AMETHYST","day",14,63,NA,NA,NA,NA,NA,NA,-72.4610533,42.3813083,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:07:15","AMETHYST","day",19,122,NA,NA,NA,NA,NA,NA,-72.4610317,42.3813,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:07:15","AMETHYST","day",62,67,NA,NA,NA,NA,NA,NA,-72.4610317,42.3813,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:07:35","AMETHYST","day",19,116,NA,NA,NA,NA,NA,NA,-72.460825,42.381325,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:07:35","AMETHYST","day",62,102,NA,NA,NA,NA,NA,NA,-72.460825,42.381325,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:07:38","AMETHYST","day",18,70,NA,NA,NA,NA,NA,NA,-72.4608283,42.381335,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:07:44","AMETHYST","day",20,100,NA,NA,NA,NA,NA,NA,-72.4607967,42.3814217,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:07:55","AMETHYST","day",19,102,NA,NA,NA,NA,NA,NA,-72.4607583,42.3815467,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:07:55","AMETHYST","day",62,99,NA,NA,NA,NA,NA,NA,-72.4607583,42.3815467,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:07:58","AMETHYST","day",18,68,NA,NA,NA,NA,NA,NA,-72.4607417,42.38156,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:08:04","AMETHYST","day",20,86,NA,NA,NA,NA,NA,NA,-72.4606817,42.381585,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:08:15","AMETHYST","day",19,120,NA,NA,NA,NA,NA,NA,-72.4606767,42.3815917,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:08:15","AMETHYST","day",62,113,NA,NA,NA,NA,NA,NA,-72.4606767,42.3815917,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:08:35","AMETHYST","day",62,116,NA,NA,NA,NA,NA,NA,-72.4607481,42.381615,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:08:55","AMETHYST","day",62,128,NA,NA,NA,NA,NA,NA,-72.460725,42.3816083,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:08:58","AMETHYST","day",18,96,NA,NA,NA,NA,NA,NA,-72.4607283,42.3816267,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:09:04","AMETHYST","day",20,109,NA,NA,NA,NA,NA,NA,-72.4606767,42.3816267,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:09:15","AMETHYST","day",19,107,NA,NA,NA,NA,NA,NA,-72.4606181,42.3816017,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:09:15","AMETHYST","day",62,135,NA,NA,NA,NA,NA,NA,-72.4606181,42.3816017,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:09:35","AMETHYST","day",19,117,NA,NA,NA,NA,NA,NA,-72.46066,42.3815067,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:09:35","AMETHYST","day",62,106,NA,NA,NA,NA,NA,NA,-72.46066,42.3815067,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:09:53","AMETHYST","day",14,103,NA,NA,NA,NA,NA,NA,-72.4606914,42.381445,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:09:55","AMETHYST","day",19,119,NA,NA,NA,NA,NA,NA,-72.46073,42.3814617,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:09:55","AMETHYST","day",62,97,NA,NA,NA,NA,NA,NA,-72.46073,42.3814617,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:10:13","AMETHYST","day",14,103,NA,NA,NA,NA,NA,NA,-72.4607783,42.3814783,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:10:15","AMETHYST","day",19,118,NA,NA,NA,NA,NA,NA,-72.46078,42.3814833,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:10:35","AMETHYST","day",19,129,NA,NA,NA,NA,NA,NA,-72.46082,42.381405,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:10:55","AMETHYST","day",19,111,NA,NA,NA,NA,NA,NA,-72.4608933,42.381415,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:11:15","AMETHYST","day",19,151,NA,NA,NA,NA,NA,NA,-72.4608417,42.381335,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:11:35","AMETHYST","day",19,151,NA,NA,NA,NA,NA,NA,-72.4608264,42.3813267,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:11:55","AMETHYST","day",19,163,NA,NA,NA,NA,NA,NA,-72.4609564,42.3813417,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:12:15","AMETHYST","day",19,177,NA,NA,NA,NA,NA,NA,-72.4609397,42.381265,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:12:15","AMETHYST","day",62,109,NA,NA,NA,NA,NA,NA,-72.4609397,42.381265,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:12:35","AMETHYST","day",19,176,NA,NA,NA,NA,NA,NA,-72.460925,42.38125,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:12:35","AMETHYST","day",62,111,NA,NA,NA,NA,NA,NA,-72.460925,42.38125,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:12:55","AMETHYST","day",19,175,NA,NA,NA,NA,NA,NA,-72.46097,42.3812617,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:13:15","AMETHYST","day",19,193,NA,NA,NA,NA,NA,NA,-72.4609917,42.3812733,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:13:35","AMETHYST","day",19,193,NA,NA,NA,NA,NA,NA,-72.4609933,42.3812733,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:13:55","AMETHYST","day",19,184,NA,NA,NA,NA,NA,NA,-72.4610333,42.38129,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:14:15","AMETHYST","day",19,191,NA,NA,NA,NA,NA,NA,-72.4610733,42.3813583,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:14:35","AMETHYST","day",19,187,NA,NA,NA,NA,NA,NA,-72.4610864,42.3813817,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:14:55","AMETHYST","day",19,185,NA,NA,NA,NA,NA,NA,-72.4610833,42.381375,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:15:15","AMETHYST","day",19,178,NA,NA,NA,NA,NA,NA,-72.4610817,42.3813767,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:15:35","AMETHYST","day",19,179,NA,NA,NA,NA,NA,NA,-72.4610817,42.381375,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:15:55","AMETHYST","day",19,189,NA,NA,NA,NA,NA,NA,-72.4610797,42.381375,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:16:15","AMETHYST","day",19,194,NA,NA,NA,NA,NA,NA,-72.46104,42.3813783,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:16:35","AMETHYST","day",19,201,NA,NA,NA,NA,NA,NA,-72.4610033,42.3813817,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:16:55","AMETHYST","day",19,167,NA,NA,NA,NA,NA,NA,-72.46098,42.3813683,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:17:15","AMETHYST","day",19,157,NA,NA,NA,NA,NA,NA,-72.460975,42.38138,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:17:35","AMETHYST","day",19,144,NA,NA,NA,NA,NA,NA,-72.461055,42.3814733,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:17:55","AMETHYST","day",19,147,NA,NA,NA,NA,NA,NA,-72.4610717,42.3815183,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:18:15","AMETHYST","day",19,164,NA,NA,NA,NA,NA,NA,-72.4610797,42.381535,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:18:35","AMETHYST","day",19,142,NA,NA,NA,NA,NA,NA,-72.4609731,42.3814817,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:19:35","AMETHYST","day",62,177,NA,NA,NA,NA,NA,NA,-72.4603817,42.381525,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:19:55","AMETHYST","day",62,172,NA,NA,NA,NA,NA,NA,-72.4603367,42.3815167,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:20:15","AMETHYST","day",62,163,NA,NA,NA,NA,NA,NA,-72.460295,42.381605,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:20:35","AMETHYST","day",62,167,NA,NA,NA,NA,NA,NA,-72.4602697,42.3815617,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:20:55","AMETHYST","day",62,177,NA,NA,NA,NA,NA,NA,-72.460255,42.381575,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:21:15","AMETHYST","day",62,185,NA,NA,NA,NA,NA,NA,-72.46025,42.3815683,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:21:35","AMETHYST","day",62,152,NA,NA,NA,NA,NA,NA,-72.4603467,42.3815083,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:21:55","AMETHYST","day",62,194,NA,NA,NA,NA,NA,NA,-72.4603417,42.381345,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:22:15","AMETHYST","day",62,127,NA,NA,NA,NA,NA,NA,-72.46034,42.381355,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:22:35","AMETHYST","day",62,139,NA,NA,NA,NA,NA,NA,-72.460335,42.3813517,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:22:44","AMETHYST","day",20,119,NA,NA,NA,NA,NA,NA,-72.4603283,42.3813533,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:22:53","AMETHYST","day",14,124,NA,NA,NA,NA,NA,NA,-72.4603283,42.3813517,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:22:55","AMETHYST","day",62,141,NA,NA,NA,NA,NA,NA,-72.4603283,42.381355,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:23:04","AMETHYST","day",20,133,NA,NA,NA,NA,NA,NA,-72.4603067,42.3813717,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:23:13","AMETHYST","day",14,138,NA,NA,NA,NA,NA,NA,-72.4602883,42.3813717,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-08 09:23:15","AMETHYST","day",62,144,NA,NA,NA,NA,NA,NA,-72.460285,42.3813733,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
